formation_date,group,t,CAR
2022-01-31,Loser,21,-0.06287235898819145
2022-01-31,Winner,22,0.1536411855229075
2022-01-31,Loser,22,-0.07264856614281168
2022-01-31,Winner,23,0.1952972887500655
2022-01-31,Loser,23,-0.05216027339562037
2022-01-31,Winner,24,0.19622887901189878
2022-01-31,Loser,24,-0.06253247481284165
2022-01-31,Winner,25,0.25671375978556765
2022-01-31,Loser,25,-0.08958843552950474
2022-01-31,Winner,26,0.2700203132307795
2022-01-31,Loser,26,-0.09198477591181636
2022-01-31,Winner,27,0.26568757414664196
2022-01-31,Loser,27,-0.07725399831377792
2022-01-31,Winner,28,0.2773988538394993
2022-01-31,Loser,28,-0.08067187711141946
2022-01-31,Winner,29,0.29016835499511695
2022-01-31,Loser,29,-0.08465988586665751
2022-01-31,Winner,30,0.265397228635564
2022-01-31,Loser,30,-0.09132645805279392
2022-01-31,Winner,31,0.23330604501578248
2022-01-31,Loser,31,-0.09260474739866227
2022-01-31,Winner,32,0.23130948641212704
2022-01-31,Loser,32,-0.059537794981643154
2022-01-31,Winner,33,0.22647682409502332
2022-01-31,Loser,33,-0.04835448559128705
2022-01-31,Winner,34,0.23138181485156792
2022-01-31,Loser,34,-0.05498266361065535
2022-01-31,Winner,35,0.23630570536184567
2022-01-31,Loser,35,-0.045728270601714034
2022-01-31,Winner,36,0.23005457962819287
2022-01-31,Loser,36,-0.045340548976409274
